102,Aishiteruze Baby★★,"Comedy, Drama, Romance, Shoujo",TV,7.58,26,63959,315,Objectively Not Good
103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,7.48,74,7581,33,Objectively Not Good
104,Ayashi no Ceres,"Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural",TV,7.38,24,38336,188,Objectively Not Good
105,Boys Be...,"Comedy, Romance, Shounen, Slice of Life",TV,6.59,13,15026,66,Objectively Not Good
106,Hana yori Dango,"Drama, Romance, School, Shoujo",TV,7.9,51,28341,86,Objectively Not Good
107,Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,7.34,13,21920,105,Objectively Not Good
108,Ou Dorobou Jing in Seventh Heaven,"Adventure, Comedy, Fantasy, Psychological, Shounen",OVA,7.43,3,8561,50,Objectively Not Good
109,Bakuretsu Tenshi,"Adventure, Comedy, Mecha, Sci-Fi",TV,6.94,24,48551,222,Objectively Not Good
110,Chuuka Ichiban!,"Action, Comedy, Drama, Shounen",TV,7.69,52,8586,43,Objectively Not Good
111,Corrector Yui,"Adventure, Comedy, Magic, Sci-Fi",TV,6.9,52,7411,24,Objectively Not Good
112,Chou Henshin Cosprayers,"Action, Adventure, Comedy, Ecchi, Fantasy, Magic, Sci-Fi, Super Power",TV,5.11,8,5555,26,Objectively Not Good
113,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space",TV,7.49,26,15471,64,Objectively Not Good
114,Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,8.02,26,67254,246,Objectively Good
115,El Hazard: The Alternative World,"Adventure, Comedy, Fantasy",TV,6.94,13,7131,31,Objectively Not Good
116,El Hazard: The Wanderers,"Adventure, Comedy, Fantasy, Romance",TV,7.1,26,9289,37,Objectively Not Good
117,El Hazard: The Magnificent World,"Adventure, Comedy, Fantasy, Romance",OVA,7.44,7,10130,49,Objectively Not Good
118,El Hazard 2: The Magnificent World,"Adventure, Comedy, Fantasy",OVA,6.99,4,5771,27,Objectively Not Good
119,Final Approach,"Comedy, Drama, Romance, Slice of Life",TV,6.69,13,24902,140,Objectively Not Good
120,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,7.8,26,242553,1210,Objectively Not Good
121,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,8.33,51,600384,3031,Objectively Good
122,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,8.08,52,59374,202,Objectively Good
123,Fushigi Yuugi,"Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo",TV,7.77,52,61622,290,Objectively Not Good
124,Fushigi Yuugi: Eikouden,"Adventure, Drama, Fantasy, Romance, Shoujo",OVA,7,4,11740,72,Objectively Not Good
125,Futakoi,"Comedy, Romance, School",TV,6.64,13,23968,139,Objectively Not Good
126,Futakoi Alternative,"Comedy, Drama, Romance",TV,7.02,13,21516,103,Objectively Not Good
127,Gate Keepers,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",TV,7.07,24,14582,73,Objectively Not Good
128,Gate Keepers 21,"Action, Drama, Mecha, Sci-Fi, Shounen",OVA,6.9,6,7363,43,Objectively Not Good
129,Gensoumaden Saiyuuki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,7.71,50,31179,125,Objectively Not Good
130,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Fantasy, Shoujo",TV,7.54,25,16298,86,Objectively Not Good
131,Saiyuuki Reload Gunlock,"Action, Adventure, Comedy, Fantasy, Shoujo",TV,7.56,26,11233,53,Objectively Not Good
132,GetBackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,7.73,49,73536,314,Objectively Not Good
133,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",TV,6.44,12,80562,595,Objectively Not Good
134,Gunslinger Girl,"Action, Drama, Military, Psychological, Sci-Fi",TV,7.55,13,106865,456,Objectively Not Good
135,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,8.19,75,69000,292,Objectively Good
136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,8.48,62,166255,575,Objectively Good
137,Hunter x Hunter OVA,"Action, Adventure, Shounen, Super Power",OVA,8.41,8,53168,283,Objectively Good
138,Hunter x Hunter: Greed Island,"Action, Adventure, Shounen, Super Power",OVA,8.33,8,57029,310,Objectively Good
139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Shounen, Super Power",OVA,8.41,14,55787,298,Objectively Good
141,Jinki:Extend,"Mecha, Sci-Fi",TV,6.29,12,7496,28,Objectively Not Good
142,Kamikaze Kaitou Jeanne,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,7.52,44,31081,173,Objectively Not Good
143,Kannazuki no Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,7.05,12,42927,204,Objectively Not Good
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",TV,7.27,13,41960,167,Objectively Not Good
145,Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,7.66,26,94165,337,Objectively Not Good
146,Kono Minikuku mo Utsukushii Sekai,"Comedy, Drama, Magic, Romance, Sci-Fi",TV,6.92,12,41756,219,Objectively Not Good
147,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life",TV,7.41,14,90379,503,Objectively Not Good
148,Kita e.: Diamond Dust Drops,"Drama, Romance, Slice of Life",TV,6.77,12,5736,21,Objectively Not Good
149,Loveless,"Action, Drama, Fantasy, Mystery, Romance, Shoujo, Shounen Ai, Supernatural",TV,7.19,12,85554,497,Objectively Not Good
150,Blood+,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire",TV,7.8,50,208321,850,Objectively Not Good
151,Re: Cutie Honey,"Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,7.16,3,10378,48,Objectively Not Good
152,Solty Rei,"Action, Sci-Fi, Super Power",TV,7.38,24,17943,58,Objectively Not Good
153,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,8.16,45,66646,208,Objectively Good
154,Shaman King,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,7.83,64,169517,874,Objectively Not Good
155,X/1999,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,6.68,1,23038,170,Objectively Not Good
156,X,"Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,7.56,24,51004,263,Objectively Not Good
157,Mahou Sensei Negima!,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,7.11,26,76253,364,Objectively Not Good
158,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,7.48,13,33989,123,Objectively Not Good
159,Boukyaku no Senritsu,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,6.44,24,12169,50,Objectively Not Good
160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,7.81,13,56839,174,Objectively Not Good
161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,7.43,24,35123,191,Objectively Not Good
162,Pita Ten,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,7.08,26,16047,77,Objectively Not Good
163,Power Stone,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,6.57,26,4308,26,Objectively Not Good
164,Mononoke Hime,"Action, Adventure, Fantasy",Movie,8.81,1,339556,1880,Objectively Good
165,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,7.55,26,66751,292,Objectively Not Good
166,Samurai 7,"Historical, Mecha, Samurai, Sci-Fi",TV,7.6,26,74991,374,Objectively Not Good
167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,7.52,24,54575,233,Objectively Not Good
168,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,7.45,26,52784,270,Objectively Not Good
169,Shingetsutan Tsukihime,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,7.1,12,90713,497,Objectively Not Good
170,Slam Dunk,"Comedy, Drama, School, Shounen, Sports",TV,8.56,101,82570,295,Objectively Good
171,Strange Dawn,"Adventure, Drama, Fantasy",TV,6.59,13,1865,8,Objectively Not Good
173,Tactics,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",TV,7.34,25,27358,103,Objectively Not Good
174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,7.1,24,103449,626,Objectively Not Good
175,Tokyo Underground,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,6.74,26,17920,85,Objectively Not Good
176,Triangle Heart: Sweet Songs Forever,"Adventure, Romance",OVA,6.32,4,4543,23,Objectively Not Good
177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",TV,7.67,26,134705,621,Objectively Not Good
178,Ultra Maniac,"Comedy, Magic, Romance, School, Shoujo",TV,7.3,26,20062,81,Objectively Not Good
179,Ultra Maniac OVA,"Comedy, Magic, Romance, School",OVA,6.82,1,3979,30,Objectively Not Good
180,Vandread,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,7.33,13,53360,332,Objectively Not Good
181,Vandread: The Second Stage,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,7.54,13,36264,271,Objectively Not Good
182,Tenkuu no Escaflowne,"Adventure, Fantasy, Mecha, Romance, Shoujo",TV,7.8,26,83437,421,Objectively Not Good
183,Whistle!,"School, Shounen, Sports",TV,7.53,39,8040,36,Objectively Not Good
184,Xenosaga The Animation,"Action, Mecha, Sci-Fi, Shounen, Space",TV,6.47,12,13827,50,Objectively Not Good
185,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,8.23,26,68128,304,Objectively Good
186,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,8.12,13,45825,252,Objectively Good
187,Initial D Third Stage,"Action, Cars, Drama, Seinen, Sports",Movie,7.98,1,39374,223,Objectively Not Good
188,Gosenzo San&#039;e,"Comedy, Hentai, Mystery, Supernatural",OVA,6.38,4,1222,4,Objectively Not Good
189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,7.28,24,156627,915,Objectively Not Good
190,Love Hina Again,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,7.36,3,61154,448,Objectively Not Good
191,Love Hina Christmas Special: Silent Eve,"Comedy, Romance, Slice of Life",Special,7.44,1,45137,378,Objectively Not Good
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"Adventure, Comedy, Romance",Special,7.31,1,40858,340,Objectively Not Good
193,Maburaho,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,7.01,24,61004,345,Objectively Not Good
194,Macross Zero,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,7.69,5,23568,168,Objectively Not Good
195,Onegai☆Teacher,"Comedy, Drama, Romance, School, Sci-Fi",TV,7.35,12,99558,638,Objectively Not Good
196,Onegai☆Twins,"Comedy, Drama, Harem, School, Sci-Fi",TV,7.05,12,59164,428,Objectively Not Good
197,Rizelmine,"Comedy, Ecchi, Romance, School, Sci-Fi",TV,6.67,24,16672,102,Objectively Not Good
198,Speed Grapher,"Action, Mystery, Super Power",TV,7.46,24,64627,244,Objectively Not Good
199,Sen to Chihiro no Kamikakushi,"Adventure, Drama, Supernatural",Movie,8.93,1,466254,2597,Objectively Good
200,Tenshi na Konamaiki,"Comedy, Magic, Romance, Shounen",TV,7.6,50,15077,61,Objectively Not Good
201,Video Girl Ai,"Comedy, Drama, Ecchi, Romance",OVA,7.31,6,13970,88,Objectively Not Good
202,Wolf&#039;s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,7.93,26,171863,758,Objectively Not Good
203,Words Worth,"Adventure, Demons, Fantasy, Hentai, Magic",OVA,6.9,5,5080,29,Objectively Not Good
204,Yumeria,"Action, Comedy, Ecchi, Harem, Super Power",TV,6.25,12,19138,107,Objectively Not Good
205,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,8.5,26,390076,1720,Objectively Good
206,Lodoss-tou Senki: Eiyuu Kishi Den,"Action, Adventure, Drama, Fantasy, Magic, Romance",TV,7.25,27,16288,69,Objectively Not Good
207,Lodoss-tou Senki,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,7.55,13,28462,132,Objectively Not Good
208,R.O.D OVA,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi",OVA,7.78,3,41701,250,Objectively Not Good
209,R.O.D the TV,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",TV,7.64,26,47053,219,Objectively Not Good
210,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,7.87,161,105212,362,Objectively Not Good
211,Pure Mail,Hentai,OVA,6.37,2,1911,4,Objectively Not Good
212,Project A-Ko,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,7.02,1,7846,36,Objectively Not Good
213,Pia Carrot e Youkoso!!,"Comedy, Hentai, Romance",OVA,6.19,3,2108,8,Objectively Not Good
214,Pia Carrot e Youkoso!! 2,"Comedy, Hentai, Romance",OVA,6.39,3,1408,5,Objectively Not Good
215,Pia Carrot e Youkoso!! 2 DX,"Comedy, Romance",OVA,6.52,6,1425,7,Objectively Not Good
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,"Comedy, Romance",Movie,6.11,1,1804,8,Objectively Not Good
217,Shin Angel,"Comedy, Drama, Hentai, Romance",OVA,6.49,5,1420,7,Objectively Not Good
218,Kidou Senkan Nadesico,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,7.6,26,27976,106,Objectively Not Good
219,Kidou Senkan Nadesico: The Prince of Darkness,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,6.9,1,9738,53,Objectively Not Good
220,Kuro no Danshou,"Hentai, Horror",OVA,6.05,4,1388,8,Objectively Not Good
221,Mezzo Forte,"Action, Comedy, Hentai, Sci-Fi",OVA,6.75,2,14651,101,Objectively Not Good
222,Mezzo DSA,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,6.78,13,11750,55,Objectively Not Good
